GRUPO,ESPECIE,VARIEDAD,Unidad,ene-07,feb-07,mar-07,abr-07,may-07,jun-07,jul-07,ago-07,sept-07,oct-07,nov-07,dic-07,ene-08,feb-08,mar-08,abr-08,may-08,jun-08,jul-08,ago-08,sept-08,oct-08,nov-08,dic-08,ene-09,feb-09,mar-09,abr-09,may-09,jun-09,jul-09,ago-09,sept-09,oct-09,nov-09,dic-09,ene-10,feb-10,mar-10,abr-10,may-10,jun-10,jul-10,ago-10,sept-10,oct-10,nov-10,dic-10,ene-11,feb-11,mar-11,abr-11,may-11,jun-11,jul-11,ago-11,sept-11,oct-11,nov-11,dic-11,ene-12,feb-12,mar-12,abr-12,may-12,jun-12,jul-12,ago-12,sept-12,oct-12,nov-12,dic-12,ene-13,feb-13,mar-13,abr-13,may-13,jun-13,jul-13,ago-13,sept-13,oct-13,nov-13,dic-13,ene-14,feb-14,mar-14,abr-14,may-14,jun-14,jul-14,ago-14,sept-14,oct-14,nov-14,dic-14,ene-15,feb-15,mar-15,abr-15,may-15,jun-15,jul-15,ago-15,sept-15,oct-15,nov-15,dic-15,ene-16,feb-16,mar-16,abr-16,may-16,jun-16,jul-16,ago-16,sept-16,oct-16,nov-16,dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sept-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sept-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sept-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20,ago-20,sept-20,oct-20,nov-20,dic-20,ene-21,feb-21,mar-21,abr-21,may-21,jun-21,jul-21,ago-21,sept-21,oct-21,nov-21,dic-21,ene-22,feb-22,mar-22,abr-22,may-22,jun-22,jul-22,ago-22,sept-22,oct-22,nov-22,dic-22,ene-23,feb-23,mar-23,abr-23,may-23,jun-23,jul-23,ago-23,sept-23,oct-23,nov-23,dic-23,ene-24,feb-24,mar-24,abr-24,may-24,jun-24,jul-24,ago-24,sept-24,oct-24,nov-24,dic-24,ene-25,feb-25,mar-25,abr-25,may-25,jun-25,jul-25
Hortalizas de hoja y aromáticas,Acelga,,Kilo,  520.425 ,  443.025 ,  541.620 ,  563.670 ,  547.380 ,  492.465 ,  508.635 ,  579.585 ,  675.240 ,  597.840 ,  580.815 ,  603.360 ,  711.930 ,  765.375 ,  555.675 ,  569.610 ,  573.015 ,  487.755 ,  591.510 ,  717.660 ,  604.725 ,  534.750 ,  402.210 ,  441.255 ,  424.530 ,  466.515 ,  480.030 ,  551.385 ,  575.460 ,  585.735 ,  548.550 ,  518.160 ,  532.185 ,  476.865 ,  444.765 ,  430.380 ,  423.615 ,  323.385 ,  383.130 ,  489.195 ,  596.280 ,  493.725 ,  484.185 ,  456.885 ,  491.745 ,  466.500 ,  481.965 ,  436.215 ,  416.940 ,  419.760 ,  510.315 ,  541.440 ,  539.685 ,  496.755 ,  470.505 ,  514.245 ,  530.385 ,  511.785 ,  444.195 ,  426.360 ,  398.925 ,  378.375 ,  435.525 ,  493.005 ,  472.260 ,  412.680 ,  378.840 ,  427.110 ,  437.280 ,  456.975 ,  495.450 ,  488.760 ,  485.805 ,  453.150 ,  437.895 ,  560.685 ,  603.615 ,  532.500 ,  504.390 ,  513.330 ,  464.850 ,  533.895 ,  512.355 ,  369.750 ,  375.480 ,  218.835 ,  355.065 ,  486.180 ,  532.335 ,  491.625 ,  532.095 ,  477.585 ,  680.475 ,  568.080 ,  451.455 ,  426.675 ,  368.025 ,  343.380 ,  457.050 ,  459.075 ,  530.115 ,  473.340 ,  492.090 ,  521.580 ,  512.145 ,  535.770 ,  469.620 ,  397.050 ,  342.105 ,  448.860 ,  414.915 ,  451.155 ,  363.885 ,  385.650 ,  432.390 ,  491.880 ,  490.845 ,  505.935 ,  437.925 ,  503.460 ,  419.580 ,  420.705 ,  432.300 ,  432.435 ,  535.155 ,  493.035 ,  508.890 ,  507.960 ,  453.855 ,  472.470 ,  468.060 ,  467.760 ,  401.595 ,  368.565 ,  408.000 ,  507.795 ,  509.625 ,  460.980 ,  470.715 ,  482.460 ,  456.825 ,  507.945 ,  450.525 ,  387.285 ,  352.800 ,  343.365 ,  417.015 ,  462.915 ,  486.045 ,  387.105 ,  420.120 ,  428.535 ,  450.345 ,  454.995 ,  410.430 ,  369.720 ,  373.260 ,  362.460 ,  430.575 ,  435.525 ,  557.310 ,  469.080 ,  429.660 ,  464.295 ,  406.440 ,  444.465 ,  365.220 ,  344.445 ,  345.060 ,  335.593 ,  407.576 ,  364.547 ,  448.398 ,  366.850 ,  367.780 ,  376.666 ,  427.359 ,  343.445 ,  429.705 ,  426.357 ,  320.955 ,  314.350 ,  412.248 ,  384.654 ,  437.117 ,  368.545 ,  354.942 ,  376.593 ,  424.271 ,  407.134 ,  400.572 ,  357.124 ,  337.839 ,  276.422 ,  275.590 ,  323.808 ,  441.903 ,  430.740 ,  390.656 ,  455.008 ,  435.690 ,  462.318 ,  432.824 ,  398.500 ,  406.588 ,  406.101 ,  349.115 ,  408.216 ,  338.921 ,  318.488 ,  347.925 ,  398.792 ,  461.682 ,  491.289 ,  431.938 ,  398.706 ,  421.631 ,  365.184 ,  368.063 ,  405.439 ,  437.034 ,  414.234 ,  380.686 
Hortalizas de hoja y aromáticas,Ajo Chino,,Kilo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   , -,,,,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   ,  -   
Hortalizas de hoja y aromáticas,Albahaca,,Kilo,  7.709 ,  7.054 ,  6.271 ,  3.238 ,  2.675 ,  2.408 ,  2.241 ,  1.568 ,  2.389 ,  2.925 ,  3.128 ,  5.200 ,  6.111 ,  5.764 ,  3.708 ,  3.181 ,  2.804 ,  2.713 ,  2.250 ,  2.003 ,  1.948 ,  3.193 ,  5.186 ,  5.092 ,  4.154 ,  3.834 ,  4.032 ,  3.825 ,  3.717 ,  2.452 ,  1.791 ,  1.033 ,  3.668 ,  6.325 ,  8.957 ,  9.025 ,  7.045 ,  5.717 ,  5.803 ,  6.199 ,  5.931 ,  3.767 ,  3.100 ,  3.557 ,  5.101 ,  6.322 ,  7.288 ,  10.440 ,  9.961 ,  6.991 ,  9.387 ,  6.683 ,  5.758 ,  4.581 ,  3.107 ,  5.796 ,  8.159 ,  8.186 ,  8.188 ,  10.982 ,  10.856 ,  9.166 ,  10.674 ,  11.506 ,  10.179 ,  8.197 ,  7.535 ,  5.809 ,  8.185 ,  10.624 ,  13.475 ,  12.193 ,  13.581 ,  9.124 ,  6.764 ,  7.897 ,  7.976 ,  5.728 ,  6.579 ,  7.367 ,  5.936 ,  9.819 ,  9.162 ,  7.299 ,  7.607 ,  8.050 ,  6.548 ,  6.341 ,  5.798 ,  6.005 ,  5.252 ,  6.224 ,  9.086 ,  9.155 ,  5.819 ,  8.732 ,  8.071 ,  7.855 ,  6.892 ,  6.928 ,  5.996 ,  4.522 ,  7.385 ,  4.810 ,  5.209 ,  6.055 ,  6.721 ,  7.232 ,  7.290 ,  8.003 ,  6.095 ,  5.783 ,  5.125 ,  3.557 ,  2.934 ,  2.227 ,  5.015 ,  5.332 ,  7.812 ,  8.791 ,  11.090 ,  7.726 ,  10.156 ,  9.113 ,  9.121 ,  6.219 ,  8.147 ,  12.715 ,  11.608 ,  9.965 ,  11.133 ,  12.926 ,  12.006 ,  9.938 ,  8.719 ,  9.778 ,  8.645 ,  7.852 ,  8.071 ,  6.840 ,  6.739 ,  11.059 ,  9.751 ,  8.996 ,  9.344 ,  8.005 ,  7.999 ,  8.123 ,  9.463 ,  6.552 ,  7.981 ,  6.475 ,  6.133 ,  6.062 ,  8.892 ,  10.973 ,  12.554 ,  12.628 ,  11.142 ,  8.212 ,  8.094 ,  7.404 ,  5.662 ,  3.626 ,  3.646 ,  6.838 ,                                       ,  9.056 ,  10.309 ,  11.524 ,  12.482 ,  12.167 ,  6.876 ,  6.620 ,  6.035 ,  5.882 ,  5.509 ,  5.809 ,  9.139 ,  16.238 ,  10.965 ,  454.776 ,  13.230 ,  9.306 ,  9.700 ,  7.626 ,  3.233 ,  5.880 ,  4.530 ,  7.458 ,  10.224 ,  13.957 ,  16.711 ,  13.904 ,  15.774 ,  8.758 ,  9.903 ,  10.919 ,  11.117 ,  12.257 ,  11.805 ,  16.223 ,  18.619 ,  22.486 ,  16.151 ,  14.421 ,  14.990 ,  12.873 ,  8.166 ,  5.922 ,  8.401 ,  6.338 ,  8.551 ,  15.805 ,  19.149 ,  18.489 ,  21.317 ,  18.254 ,  18.050 ,  18.042 ,  16.961 ,  10.818 ,  10.109 
Hortalizas de hoja y aromáticas,Alcaucil,Porteño/Espina,Kilo,  990 ,  1.446 ,  249 ,  210 ,  330 ,  444 ,  234 ,  33 ,  1.752 ,  14.058 ,  3.807 ,  444 ,  465 ,  105 ,  -   ,  600 ,  780 ,  162 ,  252 ,  1.176 ,  6.912 ,  12.921 ,  8.766 ,  60 ,  -   ,  -   ,  9 ,  39 ,  243 ,  15 ,  120 ,  360 ,  6.288 ,  11.007 ,  2.214 ,  222 ,  -   ,  114 ,  129 ,  339 ,  51 ,  90 ,  -   ,  654 ,  3.621 ,  2.607 ,  624 ,  99 ,  228 ,  42 ,  420 ,  60 ,  396 ,  60 ,  -   ,  138 ,  1.275 ,  5.703 ,  780 ,  306 ,  54 ,  450 ,  15 ,  -   ,  -   ,  -   ,  30 ,  174 ,  3.114 ,  3.177 ,  1.380 ,  588 ,  297 ,  126 ,  15 ,  936 ,  213 ,  651 ,  369 ,  1.596 ,,,,,  984 ,  138 ,  531 ,  60 ,  -   ,  -   ,  165 ,  1.164 ,  4.257 ,  3.030 ,  138 ,  39 ,  120 ,  9 ,  33 ,  159 ,  651 ,  45 ,  45 ,  189 ,  1.695 ,  3.948 ,  1.455 ,  114 ,  15 ,  -   ,  -   ,  69 ,  105 ,  12 ,  -   ,  321 ,  3.501 ,  4.269 ,  681 ,  1.284 ,  -   ,  -   ,  18 ,  126 ,  105 ,  105 ,  225 ,  375 ,  1.539 ,  2.898 ,  219 ,  120 ,  30 ,  192 ,  93 ,  -   ,  -   ,  -   ,  -   ,  15 ,  1.497 ,  3.051 ,  633 ,  -   ,  -   ,  75 ,  90 ,  -   ,  -   ,  -   ,  69 ,  90 ,  1.572 ,  2.256 ,  876 ,  324 ,  354 ,  201 ,  33 ,  651 ,  129 ,  54 ,  24 ,  456 ,  1.854 ,  1.929 ,  780 ,  99 ,  126 ,  427 ,  369 ,  351 ,  54 ,  -   ,  108 ,  82 ,  704 ,  833 ,  788 ,  305 ,  132 ,  134 ,  13 ,  -   ,,,,  82 ,  649 ,  521 ,  348 ,  185 ,  231 ,  392 ,  486 ,  101 ,  7 ,  202 ,  453 ,  182 ,  2.261 ,  790 ,  1.197 ,  474 ,  266 ,  236 ,  61 ,  184 ,  66 ,  26 ,  20 ,  57 ,  1.110 ,  2.952 ,  1.080 ,  117 ,  126 ,  -   ,  11 ,  -   ,  -   ,  -   ,  -   
Hortalizas de hoja y aromáticas,Apio,Hoja,Kilo,  30.180 ,  19.836 ,  21.396 ,  23.676 ,  25.884 ,  24.144 ,  21.624 ,  23.172 ,  25.740 ,  28.452 ,  20.028 ,  23.004 ,  25.488 ,  62.484 ,  24.600 ,  23.064 ,  48.660 ,  23.904 ,  30.828 ,  372.048 ,  39.060 ,  21.780 ,  43.320 ,  20.244 ,  16.692 ,  16.908 ,  16.848 ,  28.776 ,  24.564 ,  26.964 ,  27.396 ,  26.508 ,  26.448 ,  26.388 ,  17.856 ,  19.272 ,  19.140 ,  13.644 ,  14.148 ,  17.280 ,  24.000 ,  24.828 ,  27.012 ,  23.028 ,  26.520 ,  19.152 ,  20.820 ,  21.012 ,  20.232 ,  16.032 ,  18.252 ,  24.540 ,  28.068 ,  26.724 ,  25.356 ,  30.396 ,  27.204 ,  25.296 ,  14.616 ,  20.820 ,  19.104 ,  16.728 ,  20.076 ,  20.700 ,  30.312 ,  26.364 ,  26.136 ,  28.932 ,  26.340 ,  27.300 ,  27.576 ,  24.396 ,  20.364 ,  16.044 ,  22.500 ,  28.596 ,  31.764 ,  22.404 ,  32.268 ,  27.948 ,  24.804 ,  23.220 ,  27.876 ,  17.988 ,  17.928 ,  25.956 ,  16.872 ,  24.084 ,  26.292 ,  32.868 ,  29.508 ,  29.556 ,  28.932 ,  24.648 ,  20.304 ,  18.720 ,  17.172 ,  16.032 ,  21.420 ,  21.264 ,  27.336 ,  29.640 ,  31.848 ,  28.272 ,  27.096 ,  30.708 ,  26.988 ,  25.104 ,  19.260 ,  19.596 ,  21.888 ,  27.780 ,  24.648 ,  25.236 ,  26.628 ,  31.464 ,  33.036 ,  27.636 ,  25.044 ,  21.672 ,  29.772 ,  26.136 ,  30.768 ,  28.824 ,  39.696 ,  34.800 ,  36.432 ,  40.116 ,  32.676 ,  33.252 ,  28.596 ,  27.516 ,  34.584 ,  28.392 ,  26.280 ,  33.060 ,  34.584 ,  26.808 ,  32.148 ,  34.656 ,  34.272 ,  26.472 ,  28.104 ,  30.900 ,  29.040 ,  24.480 ,  23.520 ,  25.464 ,  30.060 ,  28.164 ,  32.604 ,  32.484 ,  30.312 ,  31.116 ,  19.584 ,  19.200 ,  27.840 ,  24.276 ,  32.028 ,  32.064 ,  32.832 ,  38.808 ,  38.688 ,  32.496 ,  31.404 ,  30.372 ,  22.512 ,  23.772 ,  26.484 ,  26.103 ,  28.416 ,  28.141 ,  28.850 ,  35.869 ,  38.355 ,  42.469 ,  33.359 ,  24.730 ,  35.431 ,  33.283 ,  24.351 ,  29.317 ,  33.990 ,  26.317 ,  30.386 ,  38.486 ,  33.349 ,  42.461 ,  36.428 ,  32.454 ,  27.363 ,  26.584 ,  20.605 ,  18.232 ,  24.892 ,  31.872 ,  34.227 ,  43.018 ,  39.103 ,  39.334 ,  35.176 ,  35.392 ,  30.729 ,  27.558 ,  25.595 ,  26.680 ,  28.126 ,  33.824 ,  30.497 ,  25.374 ,  28.203 ,  31.262 ,  33.640 ,  31.186 ,  22.754 ,  24.766 ,  28.533 ,  23.042 ,  23.353 ,  22.127 ,  29.098 ,  31.122 ,  39.161 
Hortalizas de hoja y aromáticas,Apio,Planta,Kilo,  33.972 ,  19.416 ,  20.904 ,  15.960 ,  21.216 ,  18.228 ,  17.304 ,  20.364 ,  21.060 ,  45.900 ,  16.692 ,  18.900 ,  22.320 ,  164.232 ,  20.124 ,  20.196 ,  14.736 ,  14.748 ,  18.744 ,  19.260 ,  59.736 ,  23.760 ,  14.988 ,  21.168 ,  21.456 ,  17.484 ,  12.036 ,  16.620 ,  12.768 ,  16.068 ,  18.924 ,  16.896 ,  20.808 ,  21.780 ,  13.320 ,  18.372 ,  19.704 ,  19.596 ,  11.892 ,  13.044 ,  15.324 ,  15.420 ,  21.084 ,  17.268 ,  20.076 ,  17.328 ,  15.504 ,  18.216 ,  25.152 ,  19.620 ,  21.828 ,  15.528 ,  16.992 ,  18.360 ,  15.432 ,  16.512 ,  17.412 ,  18.804 ,  17.448 ,  21.180 ,  20.580 ,  17.832 ,  16.056 ,  21.840 ,  18.204 ,  14.604 ,  18.480 ,  19.776 ,  19.104 ,  21.432 ,  19.284 ,  21.096 ,  21.444 ,  18.240 ,  14.580 ,  18.360 ,  19.896 ,  13.668 ,  17.616 ,  17.628 ,  16.752 ,  18.432 ,  18.312 ,  17.496 ,  12.276 ,  12.408 ,  15.984 ,  14.916 ,  16.464 ,  14.460 ,  18.144 ,  20.808 ,  21.948 ,  23.076 ,  20.964 ,  18.600 ,  18.600 ,  16.968 ,  13.464 ,  15.036 ,  15.480 ,  19.764 ,  19.284 ,  20.064 ,  19.368 ,  24.552 ,  23.424 ,  23.436 ,  21.120 ,  20.448 ,  15.300 ,  21.828 ,  17.640 ,  15.972 ,  11.004 ,  9.372 ,  15.264 ,  18.444 ,  15.684 ,  22.104 ,  21.900 ,  15.300 ,  21.252 ,  13.416 ,  16.272 ,  17.448 ,  19.536 ,  23.460 ,  20.052 ,  24.672 ,  19.008 ,  22.548 ,  19.560 ,  15.972 ,  14.832 ,  20.040 ,  22.560 ,  15.240 ,  15.624 ,  16.524 ,  15.396 ,  19.596 ,  15.648 ,  22.164 ,  21.504 ,  16.212 ,  14.088 ,  14.508 ,  15.792 ,  13.332 ,  12.876 ,  16.224 ,  14.784 ,  16.836 ,  22.740 ,  27.120 ,  25.620 ,  22.716 ,  15.060 ,  14.664 ,  16.104 ,  21.636 ,  21.312 ,  20.220 ,  19.824 ,  19.944 ,  16.944 ,  18.300 ,  16.476 ,  13.238 ,  15.551 ,  11.976 ,  14.326 ,  22.269 ,  12.283 ,  15.839 ,  11.424 ,  13.577 ,  24.665 ,  26.182 ,  21.010 ,  17.640 ,  16.104 ,  21.159 ,  20.257 ,  29.904 ,  15.557 ,  15.836 ,  22.284 ,  22.995 ,  21.456 ,  23.282 ,  18.275 ,  11.229 ,  12.655 ,  13.002 ,  13.756 ,  19.620 ,  16.071 ,  22.307 ,  28.089 ,  26.130 ,  24.381 ,  26.149 ,  22.926 ,  26.608 ,  84.709 ,  16.831 ,  13.408 ,  12.105 ,  14.153 ,  18.926 ,  22.564 ,  24.070 ,  17.126 ,  20.737 ,  25.829 ,  17.836 ,  15.040 ,  13.879 ,  12.776 ,  16.629 ,  20.098 
Hortalizas de hoja y aromáticas,Berro,,Kilo,  6.565 ,  3.485 ,  5.435 ,  7.880 ,  8.400 ,  9.625 ,  5.975 ,  6.055 ,  9.440 ,  8.610 ,  6.515 ,  5.285 ,  5.800 ,  3.960 ,  2.960 ,  6.710 ,  7.490 ,  6.395 ,  8.995 ,  9.660 ,  21.260 ,  9.810 ,  6.285 ,  5.210 ,  3.580 ,  19.100 ,  3.705 ,  4.915 ,  8.400 ,  7.030 ,  4.760 ,  4.575 ,  9.320 ,  7.900 ,  5.230 ,  4.315 ,  3.665 ,  3.590 ,  5.925 ,  8.015 ,  9.365 ,  8.980 ,  7.995 ,  7.540 ,  10.410 ,  10.490 ,  5.505 ,  4.690 ,  3.925 ,  2.845 ,  3.515 ,  7.215 ,  9.375 ,  8.635 ,  6.895 ,  10.135 ,  9.835 ,  8.510 ,  5.700 ,  5.165 ,  4.305 ,  3.495 ,  6.265 ,  9.220 ,  8.840 ,  7.590 ,  6.590 ,  10.080 ,  11.075 ,  11.040 ,  5.990 ,  7.630 ,  6.610 ,  3.115 ,  4.065 ,  5.530 ,  6.270 ,  3.975 ,  7.640 ,  6.125 ,  7.235 ,  8.555 ,  3.545 ,  2.490 ,  2.840 ,  3.225 ,  -   ,  5.265 ,  6.280 ,  4.855 ,  6.860 ,  4.880 ,  7.625 ,  6.870 ,  4.690 ,  5.680 ,  4.650 ,  3.875 ,  4.200 ,  7.835 ,  5.275 ,  3.615 ,  2.675 ,  3.780 ,  4.555 ,  4.995 ,  4.200 ,  2.950 ,  2.035 ,  2.455 ,  2.940 ,  3.015 ,  3.955 ,  3.730 ,  3.625 ,  4.025 ,  5.380 ,  6.585 ,  4.410 ,  4.310 ,  3.450 ,  4.235 ,  5.045 ,  6.780 ,  8.060 ,  7.780 ,  7.290 ,  5.910 ,  6.330 ,  6.395 ,  4.930 ,  4.340 ,  3.245 ,  1.670 ,  2.695 ,  6.415 ,  6.605 ,  6.785 ,  5.180 ,  5.100 ,  5.945 ,  5.125 ,  5.610 ,  6.215 ,  6.540 ,  8.525 ,  6.885 ,  6.775 ,  6.820 ,  5.130 ,  4.360 ,  5.180 ,  5.975 ,  10.625 ,  9.470 ,  8.430 ,  7.360 ,  5.770 ,  7.290 ,  8.400 ,  11.425 ,  5.835 ,  6.605 ,  5.315 ,  8.215 ,  8.565 ,  4.930 ,  4.865 ,  5.010 ,  6.967 ,  5.311 ,  2.264 ,  2.088 ,  4.488 ,  5.659 ,  5.095 ,  6.099 ,  3.346 ,  5.084 ,  3.612 ,  2.293 ,  1.624 ,  3.095 ,  2.358 ,  2.877 ,  4.363 ,  4.290 ,  5.094 ,  4.479 ,  6.689 ,  5.968 ,  2.626 ,  4.218 ,  2.119 ,  3.771 ,  3.333 ,  3.961 ,  2.301 ,  4.130 ,  4.712 ,  5.274 ,  4.857 ,  3.807 ,  2.190 ,  1.257 ,  1.482 ,  2.528 ,  3.726 ,  3.678 ,  3.798 ,  4.581 ,  4.070 ,  4.987 ,  8.070 ,  6.518 ,  6.120 ,  7.495 ,  5.698 ,  5.092 ,  5.320 ,  4.069 ,  3.609 ,  2.978 
Hortalizas de hoja y aromáticas,Brócoli,,Kilo,  11.472 ,  6.006 ,  8.817 ,  9.003 ,  8.832 ,  13.275 ,  15.201 ,  23.802 ,  29.949 ,  23.931 ,  22.047 ,  15.231 ,  8.793 ,  11.316 ,  7.950 ,  11.394 ,  14.193 ,  17.883 ,  24.741 ,  24.933 ,  27.762 ,  28.995 ,  38.451 ,  9.198 ,  7.551 ,  8.379 ,  11.040 ,  10.893 ,  13.998 ,  16.404 ,  19.437 ,  25.470 ,  20.934 ,  21.450 ,  18.792 ,  18.417 ,  8.907 ,  7.167 ,  7.749 ,  13.548 ,  16.680 ,  19.548 ,  19.932 ,  26.652 ,  21.744 ,  14.448 ,  22.773 ,  14.829 ,  8.943 ,  5.862 ,  8.667 ,  15.063 ,  16.416 ,  22.923 ,  24.093 ,  25.728 ,  26.073 ,  26.922 ,  24.282 ,  15.762 ,  8.358 ,  5.907 ,  10.953 ,  12.519 ,  15.342 ,  15.810 ,  14.769 ,  20.811 ,  19.191 ,  28.437 ,  19.014 ,  16.686 ,  16.335 ,  9.660 ,  8.178 ,  17.526 ,  24.144 ,  21.201 ,  26.016 ,  29.160 ,  31.740 ,  32.925 ,  25.548 ,  13.932 ,  38.244 ,  26.184 ,  26.304 ,  44.412 ,  92.484 ,  100.008 ,  126.624 ,  121.560 ,  136.560 ,  140.328 ,  107.388 ,  76.488 ,  50.808 ,  33.408 ,  51.636 ,  50.484 ,  79.992 ,  94.548 ,  106.812 ,  137.604 ,  98.640 ,  143.856 ,  120.384 ,  92.016 ,  38.652 ,  38.472 ,  49.476 ,  61.104 ,  65.172 ,  60.636 ,  99.036 ,  104.856 ,  112.248 ,  154.968 ,  114.588 ,  85.932 ,  59.340 ,  47.700 ,  56.460 ,  58.020 ,  94.836 ,  105.576 ,  109.308 ,  132.804 ,  110.772 ,  130.272 ,  116.568 ,  117.036 ,  61.080 ,  44.184 ,  54.480 ,  68.724 ,  47.220 ,  73.968 ,  114.336 ,  135.900 ,  95.544 ,  129.936 ,  117.144 ,  95.640 ,  56.688 ,  35.940 ,  59.160 ,  87.084 ,  98.520 ,  107.316 ,  105.756 ,  128.988 ,  125.664 ,  152.712 ,  131.028 ,  83.208 ,  55.080 ,  45.564 ,  52.152 ,  38.352 ,  83.808 ,  126.612 ,  131.148 ,  177.732 ,  142.992 ,  197.220 ,  135.048 ,  83.844 ,  55.746 ,  43.746 ,  58.101 ,  45.119 ,  63.380 ,  120.220 ,  150.595 ,  153.821 ,  153.261 ,  137.651 ,  186.854 ,  125.858 ,  36.517 ,  41.296 ,  45.391 ,  43.345 ,  57.804 ,  78.684 ,  124.388 ,  153.791 ,  142.617 ,  197.903 ,  138.195 ,  60.613 ,  55.527 ,  31.850 ,  41.451 ,  50.701 ,  133.726 ,  121.288 ,  131.937 ,  212.525 ,  224.565 ,  254.800 ,  196.778 ,  119.901 ,  68.458 ,  35.588 ,  40.108 ,  68.897 ,  70.057 ,  96.867 ,  112.291 ,  145.486 ,  226.373 ,  266.250 ,  162.744 ,  109.064 ,  80.136 ,  45.425 ,  32.139 ,  60.197 ,  116.285 ,  123.749 ,  131.170 
Hortalizas de hoja y aromáticas,Cebolla Verdeo,,Kilo,  6.825 ,  5.700 ,  16.665 ,  13.845 ,  50.985 ,  52.755 ,  33.750 ,  91.485 ,  69.120 ,  63.225 ,  147.900 ,  27.930 ,  9.510 ,  6.090 ,  7.020 ,  27.645 ,  39.885 ,  36.375 ,  63.630 ,  584.910 ,  374.565 ,  88.500 ,  98.235 ,  35.085 ,  45.165 ,  29.910 ,  22.035 ,  38.835 ,  47.265 ,  56.025 ,  75.900 ,  61.935 ,  73.275 ,  78.270 ,  83.325 ,  49.440 ,  2.595 ,  11.280 ,  9.675 ,  18.675 ,  31.785 ,  45.630 ,  38.580 ,  40.080 ,  46.665 ,  44.925 ,  40.110 ,  14.520 ,  9.600 ,  4.350 ,  17.265 ,  22.755 ,  35.340 ,  51.045 ,  46.845 ,  51.495 ,  63.900 ,  70.650 ,  58.530 ,  32.805 ,  25.605 ,  12.675 ,  5.250 ,  25.920 ,  36.585 ,  33.720 ,  39.015 ,  41.550 ,  49.065 ,  24.855 ,  62.985 ,  14.115 ,  22.050 ,  2.700 ,  5.325 ,  24.510 ,  49.770 ,  62.325 ,  48.900 ,  51.405 ,  54.150 ,  78.900 ,  44.790 ,  22.665 ,  6.369 ,  2.662 ,  10.901 ,  14.256 ,  32.109 ,  29.920 ,  27.566 ,  33.396 ,  47.421 ,  48.840 ,  34.892 ,  19.129 ,  14.377 ,  6.446 ,  5.918 ,  14.278 ,  26.389 ,  32.109 ,  36.564 ,  38.368 ,  50.039 ,  62.986 ,  55.847 ,  28.930 ,  13.552 ,  13.420 ,  14.542 ,  25.696 ,  32.483 ,  38.269 ,  32.857 ,  37.455 ,  40.953 ,  53.394 ,  50.215 ,  33.869 ,  34.727 ,  3.465 ,  4.972 ,  19.118 ,  49.225 ,  44.880 ,  48.620 ,  49.225 ,  49.412 ,  69.311 ,  64.482 ,  33.231 ,  11.682 ,  12.760 ,  8.822 ,  19.844 ,  36.707 ,  37.301 ,  36.916 ,  46.640 ,  48.565 ,  73.304 ,  43.241 ,  19.239 ,  16.005 ,  10.615 ,  14.190 ,  25.520 ,  42.317 ,  39.897 ,  40.546 ,  35.717 ,  42.482 ,  56.298 ,  41.558 ,  17.215 ,  11.352 ,  6.930 ,  3.531 ,  15.224 ,  41.272 ,  57.871 ,  49.148 ,  50.116 ,  59.675 ,  69.036 ,  41.096 ,  21.626 ,  17.677 ,  16.990 ,  19.218 ,  26.811 ,  39.876 ,  44.698 ,  49.535 ,  42.480 ,  47.163 ,  35.365 ,  39.456 ,  32.968 ,  18.163 ,  13.412 ,  13.129 ,  16.742 ,  65.354 ,  56.821 ,  44.893 ,  42.472 ,  57.191 ,  63.661 ,  49.284 ,  24.443 ,  22.239 ,  6.850 ,  14.042 ,  19.720 ,  38.196 ,  64.583 ,  46.248 ,  58.736 ,  57.088 ,  73.170 ,  65.064 ,  36.718 ,  43.703 ,  16.711 ,  14.786 ,  34.693 ,  44.089 ,  40.055 ,  42.939 ,  41.788 ,  51.765 ,  56.651 ,  43.161 ,  22.977 ,  20.747 ,  17.921 ,  25.968 ,  34.397 ,  59.089 ,  57.626 ,  52.853 
